osm_id;osm_name
163827190;Jose Antonio de Sucre
70641154;Las Trinitarias
111699429;Jose Gabriel Aguilar
111936704;Carrizales
36185803;Rio Magadalena
116911813;San Luis
111939856;Los Jazmines
111932367;De la Floresta
111936768;La Bitacora
68188595;Suntur Paucar
24281865;Iquitos
111932386;La Almudena
119442079;Paris
111929022;Trujillo
111922470;Juan Mejia Baca
111961610;Calle 105
36050187;Los Olivos
111799820;Manuel Aranguri
111918337;San Martin de Porres
111799962;Pasaje 44
68675845;Calle 7
27925431;Apurimac
111894168;Océano Atlántico
119752700;Juan Moscoso
75040425;Jr. Molinos
39452576;Huascar Marcelo
111910304;Calle 66
35893415;El Bambu
111881291;Los Laureles
70810361;Almirante Miguel Grau
60104925;Hipolito Unanue
111941556;Calle 2
111884957;BELGICA
122493942;9 de Octubre
70643768;Mariano Condorcanqui
111889203;Calle 3
119524856;Livas
111961247;Arica
68543258;Avenida San Martin de Porres
111897290;Francisco Bolognesi
74849536;Daniel Alcides Carrión
35893312;Uno Oeste
111899563;Pucallpa
70641069;Los Alhelies
122215587;San Juan
36939405;Coropuna
4827937;Av. José Granda
125613883;Sarita Colonia
34089832;Puerta de Sol
75032318;Pinar del Rio
111884504;Elmer Faucett
129897444;Jr. Parinacochas
144177557;Los Duraznos
111911434;Antonio Raymondi
111918025;Rio Seco
24306227;Punta Negra
166594654;Jr. Limoncillo
111913751;Jose  Carlos Arguedas
111914781;Castrovirreyna
111800056;Ignacio Prado
111923202;Tarma
111920545;Restauracion
111821137;Gregorio Apaza
116691747;San Martin
162932638;Estela
114396117;Calle 3
68336871;Las Garzas
118423730;Libertad
111909119;Hipólito Unanue
121371556;Orus
24266815;Romanet
111944202;Pasaje G
112568898;Los Quipus
111889745;Manuel Valega Sayan
111885774;Santa Rosa
111931521;Los Granados
111924699;Zacatecas
111970689;Javier Prado Este
111921302;Canta Gallo
111959905;Ricardo Palma
111934792;Calle 21
28317019;Los Labradores
116948956;Lloque Llupanqui
111898735;Agustin Tovar de Albertis
34188321;Higuereta
111932323;ALberto Rojas
111910039;Calle 60
75032320;Riobamba
68322570;Las Rosamalvas
36032139;San Francisco
111884670;CAMINOS DEL INCA
111896126;Callao
111897539;La Libertad
143762699;Marcelino Castro Gamboa (San Juan)
70668448;Las Higueras
118543066;San Jose
118791689;6 de Agosto
111930531;Manuel Montero Rosas
116953582;Espinar
118291918;Huana Cusco
111969944;Tokio
111919884;Angel Arata
111915751;Union
111881279;Los Incas
34401796;Cajamarca
111966873;Alto Peru
111921710;Lago Titicaca
70606457;Pasaje Santa Rosa
125613861;Libertad
35069061;San Luis
122515808;El Amauta
111909902;Moche
108165156;Pisco
121371740;El Pacifico
111943148;Los Bambues
173665900;Av. Tomas Valle
75037366;Jr. Pataz
35102266;Francisco Almenara
111947544;Prolongacion Virrey La Serna
77861283;Ascope
117598270;Hnos. Andrade
116911783;Leopardo Lazo
111904331;30 de Mayo
80913460;Maria Elena Moyano
111899341;San Miguel
34997001;-
111969931;Santa Rosa
111946222;Alameda Nana
111912445;Ica
111938698;CESAR VALLEJO
111937039;Hermanos Ayar
111889415;Los Alisos
111879425;Paijan
115576141;Genaro de Vizcarra
116691719;Jicamarca
123386028;Huacho
111930066;Los Helechos
111930544;Marcona
111921890;Luigui Pirandello
111960900;Jose De La Torre Ugarte
24252035;Herrera
124146894;19 de Agosto
113541378;Jr. Piedra Redonda
111920999;Braulio Bondini S.
70671587;Daniel Fernadez
68200164;Mariano Melgar
123835441;Maria Delgado de La Flor
111951142;Santa Adela
111927308;Hilda
36035388;Pasaje 13
119742036;Calle 45
250030066;calle1
124018461;Los Cipreces
189474795;Marte
111903153;Las Cigueña
111892734;Paseo de los Domingos
111891969;JUAN VELASCO ALVARADO
111952467;Las Malvas
73954285;Rodriguez de Mendoza
111895497;Rodriguez Soto
24307307;Pachacutec
111931492;Ancon
27925480;Ucayali
111952518;El Campesino
196534601;Avenida Francisco Javier Mariátegui
111909194;Puerto Barrios
47831427;Pascual de Andagoya
72389947;F
73952080;Carlos Cueto Fernandini
122215636;Andres Avelino Caceres
111916953;Los Eucaliptos
119524831;Las Amapolas
47731196;Santos Atahualpa
111926536;Michael Faraday
33783832;General Pershing
111955829;Los Olivos
111800060;Enrique Pallardelle
111955135;1 de Mayo
68860457;San Francisco
35116252;Parque Coronel Luna y Peralta
111916917;Pucara
124009414;Av. Virgen del Carmen
111939418;El Carmen
89905854;Hefesto
68523729;Los Terrazos
70678914;Pasaje 8
187195950;Rio Piura
111926224;Luis de la Puente Uceda
111887444;LaConcordia
111931198;Prolongacion Jose Galvez
111951108;Daniel Hernandez
186954326;Junin
111880190;Elias Aguirre
111906791;LA CONCORDIA
91568652;Victor Reynel
33750694;Banda y Rivero
111940327;Cesar Vallejo
51094428;Avenida Manuel Cipriano Dulanto
111969771;Lemos
111968889;Manco Cahuide
111821103;Martin Aranguri
60104917;Necochea
111895568;Santa Teresa
189474759;Marte
111888267;Los Castaños
111895142;MALECON MONTE BELLO
72729861;Av. Dos de Mayo
24332061;Sergio Bernales
37434928;Sexta
111799925;J
111923921;Cromotex
24305282;Jr. Gral. José Maria Cordova
122215519;Av. Milagros de Jesus
111879796;Huancavelica
35557928;Rafael Redon
35186077;Morales Duarez
111969603;Rio Chilca
24267007;Alberto del Campo
123683998;Pasaje 44
34188627;Avenida Guardia Civil
111882437;Chivay
37719258;Juan Guillermo More
111945147;LOS EUCALIPTOS
127873643;Loma Andina
111964068;Arequipa
111922487;Malecon Chillon
111933654;El Porvenir
111910806;Los Tulipanes
111821139;Calle 3 E
91568650;Guillermo Dansey
33818419;Tomas Marsano
111960525;Bellavista
111891231;Las Camelias
70610448;Las Nueces
123853268;San Lorenzo
126730502;Revolución
111916951;Nepeña
37568386;Bello Horizonte
108165105;Trujillo
173244809;Victoria
111903516;Husares de Junin
111880040;Los Volcanes
144343780;Cerros de Camacho
111968576;Los Nogales
25139371;Los Portales
111958965;Julio Vega Solis
116953608;Los Alamos
37749255;Av. Loma Hermosa
37927260;Green
108165093;Las Tasas
135401446;Kunturhuasi
111909533;Las Azucenas
111944889;Jacaranda
70809280;Los Girasoles
163967526;Las Gaviotas
111884304;Jorge Chávez
111882387;San Martin
111917156;Calle 54
111898682;Antúnez de Mayolo
33752245;Cahuide
111879772;26 de Octubre
111960551;Calle 13
122375970;El Abedul
17622428;Javier Prado Este
111889322;Las Torres
77861385;Pacasmayo
37122122;Montezuma
50220300;Figari
122236282;Andahuaylas
111961353;Calle 10
111921292;La Venturosa
111940062;Ricardo Palma
111910545;Calle 5
110061946;Calle 29
122215530;Prolo. San Miguel
111899257;Prol. Huancayo
75040434;Jr. Bellavista
111930414;EL Sol
68526689;Avenida Santa Rosa de Lima
146843514;Combate de Iquique
114504123;Santa Cruz
111699384;San Martin
37019356;LOS ACEBOS
240592888;San Francisco
111899460;Tarapaca
39551428;Lambayeque
26359428;Laranaga
90104448;Cartagena
115750563;Emilio Castelar
172756253;Crepusculo
127157864;Los Eucaliptos
68856682;Alicia Alarcon
111942277;Santa Rosa
71186719;Arequipa
111900668;Avenida 17
70610535;Pasaje Leoncio Prado
172244470;Jose Galvez
111886811;Colla
33752017;Rosales
163822885;Cajamarca
111970083;Francisco Bolognesi
11985886;Paseo de la República
111916075;LAS PALMAS
111946275;Pasaje 1
70190683;Domingo Ciclelello
47596903;Huamanga
111886118;Las Poncianas
111934859;Los Incas
111699443;Vizcardo y Guzman
111907512;Jorge Chavez
122493988;Mariano Melgar
111898894;Los Heroes
44629248;Mariano Angulo
68327975;Los Postes Oeste
111968481;Parinacochas
24295082;Luis Pasteur
111910231;Tambo
70649214;Cl. Mercurio
111950065;Santiago Tavara
118204300;Ciro Alegría
111960912;Zapote
119562273;Nicolas Heres
111933859;Mari Parado de Bellido
75037354;Alameda de los Descalzos
146848623;Combate de Abtao
111967834;Malecon los Libertadores
24307574;Almirante Guisse
154971229;Mateo Pumacahua
68675856;Avenida Bellas Artes
14074051;Los Pinos
111957733;28 de Julio
111915111;HERNANDO DE LAVALLE
238066754;Calle 72
24305355;Pasaje Chasqui
111966305;27 de Octubre
126860250;Micaela Bastidas
68212687;Los Aloes
201423237;Javier Prado Este
111946566;SANTA
111906502;El Arroyo
35920539;LAGUNA CHICA
37566558;Los Faiques
117598261;Calle 15
113541379;Guadalupe
111952140;Maria de los Angeles
111937701;Doña Gloria
39551417;Paita
14076594;Guardia Chalaca
111898444;Los Claveles
111891297;Calle 21
143917101;Separadora Industrial
127873661;Monte Cedro
111921341;Deacon Y Wiesse
111899620;Julio Morales
71284599;Las Guindas
122494028;Santo Domingo
51095264;Napo
124276328;Loa Rosales
35893298;Calle 26
122541941;Manuel Apolinario Odria
122494020;Boton de Oro
111902202;Andres Avelino Caceres
118291972;Av. Huanacaure
111933771;Ricardo Palma
108165166;Los Rosales
111955553;Bolivar
117598309;Emilio Grec
111894840;Antenor Orrego
111929222;Juan Torrico
111962942;Tadeo
111925649;Morro de Arica
111948261;Avenida 104
111890058;Erza Pound
76560269;Nicolas Dueñas
35600939;Federico Chopin
111943585;CONQUISTADORES
111925758;El Remo
111891618;Parque La India
111906854;D. Pomiano
122494024;Inca Garcilaso de la Vega
111918348;Las Crucetas
24306310;Leon de la Fuente
111958647;Jorge Salazar
159091208;Elias Aguirre
111916822;Progreso
111922769;Tinta
184184462;Calle 14
111883284;Monte Soroga
111879912;Bueno Aires
72499923;San Rodolfo
119562251;CerdeÑa
111946179;Vista Alegre
184184466;Las Mandragoras
111913285;Morales  Duarez
49218924;Simón Bolivar
173662731;Alfredo Mendiola
68187410;Human Poma
111888717;Juan Guillermo Moore
111881090;Los Cerritos
111907848;Lizardo Montero
111955699;Cesar Vallejo
111887696;Calle 23
175010881;Av. España
50979202;Cristobal de Lozada
111922202;Victor Andres Belaunde Terry
111799888;Casimiro Figueroa
16629237;Manuel Candamo
122376004;Las Esmeraldas
121371714;Vizcardo y Guzaman
111913092;Las Moreras
68169758;Pututos
163964742;Tacna
111939558;Herwis
159091212;JOSE PARDO
111951902;9 de Setiembre
164032203;Malecon las Colinas
122215642;Santa Clara
111900278;Hipolito Unanue
173426388;Alejandro Bertello Bollati
111888635;Paseo de los Fraciscanos
71075953;Jose Maria Cordova
111915209;MANUEL VELARDE
37719408;Los Juncales
111926086;Los Geranios
163519811;Paseo de la República
111952718;Los Cipreses
111891459;Juan Pablo V y G.
24295265;Jose Pardo de Zela
111949523;Periodista
115542673;Las Orquídeas
111959313;POMABAMBA
40268599;Moretti
70638957;Carlos Augusto Salaverry
24281843;Republica de Colombia
111896480;28 de Julio
160558184;Javier Prado Este
127873642;Cesar Vallejo
111970833;Santo Toribio
116691796;Cerro de Pasco
68561856;Bongara
111891622;Pajaten
111880955;San Miguel
70196475;Pacifico
111886490;Los Heroes
111924624;Enrique Lopez Albujar
111933599;Maria Parado de Bellido
111887558;Leon
111933039;De los Incas
90289363;Del Lenguaje
49449945;Guardia Chalaca
24295163;Los Jazmines
111931888;Prol. Belen
111881335;Rio de Janeiro
24266855;Avenida Coronel Portillo
28811039;Jorge Chavez
139080043;Los Laureles
114396120;Av. El Parral
47700064;Moyopampa
68523540;Las Turquesas
111899199;Mariano Melgar
36980631;Los Manzaneros
111894338;Pasaje 4
34112432;Calle 17
111948798;Ayacucho
39661685;Jose Marti
119562162;General Santa Cruz
111885517;Pucala
111940442;José Gálvez
111932255;Husares de Junin
118291901;Pisac
122494067;Lourdes
43476276;Avenida Elmer Faucett
111914300;Calle 1
71215414;Calle 6
71187112;Huancavelica
121371575;9 de Agosto
111962955;Valentin Espejo
36033286;Francisco de Zela
122215613;Santa Rosa
118408770;Calle 31
111941762;Almirante Miguel Grau
111938535;Esperanza
64255182;SALVADOR ALLENDE
122215611;Cerro de Pasco
111902566;Alameda Espinel
111882519;Belen
122507426;Huaura
89558389;Condesuyos
115610855;Los Cipreses
111899554;30 DE AGOSTO
123856660;Calle 28
111902919;Leoncio Prado
111927591;Morelia
111884607;Ayacucho
129822366;Caceres
111920985;Arica
37122010;Pisco
111968815;Andres Avelino Caceres
111913652;EL ENCOMENDADOR
111947470;Manuel Scorza
111928065;Manuel Gonzales Prada
50219337;La Puente y Cortez
111965944;Jose Olaya
183760374;Lirios
111904497;Progreso
111894877;San Antonio
122507420;Eduardo Astete y Mendoza
73952918;General Francisco Moreyra Y Riglos
111881311;La Rueda
111882400;Las Codornices
111880132;MAMA OCLLO
111699430;Francisco de Zela
171922399;LAS PALMERAS
111799817;General Miller
111598276;Ayar Cachi
49219299;Jorge Chávez
111948938;Las Begonias
111911752;La Gardenias
111905054;Rio Ocoña
73952074;Granada
33236626;Los Capulies
67865020;Pasaje 3
111885442;Sinchi Roca
111935499;Santa Rosa
37566352;Simbila
111956537;TUPAC AMARU
130988629;Maximo Gutierrez
127435711;Los Ficus
123856625;Las Amapolas
116911856;Francisco Bolognesi
111933493;Los Quechuas
118408686;Tinta
111927469;Alameda Luis Miro Quesada G.
195079500;General Manuel Vivanco
111928167;Tahuantinsuyo
246056608;Jr. Hualgayoc
71187511;Junín
115576186;Jose Soto
111947399;TUPAC AMARU
116691789;San Pedro de Nolasco
111925351;San Pedro de Lloc
111885677;Progreso
111924951;Pedro Alcocer
111881654;Alfredo Mendiola
122236323;Cajamarca
149324431;Beethonven
111929942;Alarcon
111893581;Calle 14
111699400;Enrique Pallardelle
111915347;Junin
111909762;Pedro Ruiz Gallo
111929544;Los Urbanistas
111917405;Los Ruiseñores
34111152;Magnolias
111906964;Las Amatistas
111893128;Cusco
111881020;Los Incas
39551576;Marañon
111880762;Los Heroes
111938271;Las Palmas
122493954;6 de Enero
111897685;Virgen Del Carmen
24252608;Angamos Este
111895153;Republica de Venezuela
111883837;Las Casuarinas
24332662;Los Gorriones
240592889;Loreto
111943285;Las Campanillas
37122077;Tumbes
111891641;Calle 4
68675846;Calle 8
111938555;Jose Quiñones
111935158;Sinchi Roca
40389120;O'Donavan
125947075;Dionisio Derteano
70196490;Las Dalias
36185805;Calle 15
70656266;Las Azucenas
44879490;Perez de Tudela
37566461;Prolongación Paseo de la República
37122003;Nazca
111945397;Navidad
111930484;Calle 3
111968151;La Mar
111948056;Las Americas
166380325;Pucara
111929033;Berbard de Balaguer
116948958;Huancane
203294102;C. Villa Venturo
71187970;Daniel Alcides Carrión
111908491;Julio Cesar Tello
24252086;Herrera
119622448;Coronel Placencia
111904156;SAN MIGUEL
74849509;28 de Julio
111922984;Juan Parra del Riego
111880197;San Martin
121372318;Pataz
162154150;25 de Diciembre
111923631;Las Pleyades
111598214;Teodoro Carrido
47700199;Enriquez
39316389;Salida Segunda
111953956;Los Olivos
111890323;Salvador Allende
111898013;Antonio Jose de Sucre
68527712;Los Nogales
39552104;Andrea del Sarto
111931362;PLAZA OCTAVIO ESPINOZA
68852740;Alberto Aberd
124146815;Calle 19
111924225;Alfonzo Ugarte
60104881;Mollocmarca
119213498;Ricardo Rosell
111947167;La Laguna
111969330;LAS VIOLETAS
37019586;Los Olivos
111948241;Manuel Casos
111885082;La Capilla
172488930;Rio Elva
111916302;La Paz
111922517;Central
111944271;Huarochiri
111896888;JuanJui
118276304;Yahuar Huaca
116933467;Los Lirios
68314501;Las Mejoranas
127704342;Pasaje C
111960764;Galgari
107472109;Santo Domingo
116948962;Quillabamba
153107689;Merida E
24306996;Huiracocha
53373056;Cordova
111969477;La Canela
111909798;Carlos Saco
111906394;CORONEL JOSE ANDRES RAZURI
39661705;Parque de las leyendas
120863177;Nicolás de Piérola
36185733;Prol. Principal
111923753;Union
163864963;Calle 14
111904744;2 de Febrero
118291950;Antisuyo
111888209;San Felipe
111925470;Tungasuca
88160586;Los Ceibos
68324909;Las Anonas
40269006;Goya
111951847;Ampay
39452643;Pachacutec
111943395;Tupac Amaru
111909998;Cordova
49524978;Colon
111920939;Los Proceres
111958988;36
111941289;BERNARDO ALCEDO
123992454;Av. La Cordialidad
111946250;Antonio Olivera
70606903;Las Gardemias
68860267;Francisco Pulgar Espinoza
111934139;Jose Carlos Maretegui
90290808;Jose Gabriel Agular
111964366;Paseo La Castellana
111881941;Calle 10
28746607;Surco
153680520;Prolongacion Huaylas
111920335;Victor Criado y Tejada
37762318;La Amistad
111909406;Morro Solar
246935558;Alcides Vigo
111935423;Manuel Wagner
111917478;EL Comercio
154976148;Calle 12
48029234;Patapo
118423745;Maria Parado De Bellido
162142080;LIBERTAD
125695385;Los Rosales
111897345;Monte Lirio
111598167;Calle 7
34111861;Condesita
111894776;De la Floresta
111886718;Cesar Vallejo
111882865;Caceres
111960015;Beatita de Humay
119442068;Bayovar
111931109;San Martin?
34188007;Avenida de la Floresta
111961579;Leoncio Prado
111891207;Juan Pablo Fernandini
111906068;EL Alamo
111879755;Jose Urdaniva
162698455;Los Flamencos
37434908;Yurimaugas
33232615;Paseo de la Republica
111916170;Italia
115610870;Calle 67
71095805;Junín
37272317;BREGANTE
73952064;Parque San Martin
111924274;Pasaje 58
111923509;Calle 15
111885995;Doña Juana
75039236;Jr. Javier Tomas Vidal
174029485;Cecilia del Risco
111901985;Monte Los Olivos
127157898;Las Vírgenes
121371727;Leon Velarde
164442385;Calle 1
159091219;Jose Pardo
103306435;Domeyer
154975786;Calle 11
124345161;Victor Raul Haya de la Torre
111955107;Antonio Jose de Sucre
127157899;San Pedro de Lucanas
109831750;San Ignacio
111965769;Juan Pablo Peregrino
111890044;Doña Virginia
111959013;Chepen
111937266;F-1
135401451;Av. Ferrocarril
111953187;Tutupaca
70809343;Calle 29
111933346;Maria Parado De Bellido
111912347;Real
111933662;Gaspar Flores
25113781;22 de Agosto
37749500;Los Amancaes
75980625;Calle Los Naranjos
111895461;Juan Pablo Vizcardo y Guzman
116953571;Huamanga
111906763;Bernardino Romero
25113731;Av. Carlos Alberto Izaguirre
111926057;Los Ángeles
111949805;Alameda del Triangulo
71187682;Almirante Miguel Grau
75033808;Eloy Ureta
111903425;Almirante Miguel Grau
119441948;Republicana
41734448;Calle 2
111931551;Rafael Muños
68522367;Los Minerales
37566510;Los Carrizos
71074924;Los Astilleros
111933101;Tocache
111881812;German Amezaga
111967211;San Francisco de Asis
111927321;Javier Heraud
111893147;Julio Cesar Tello
37019581;Los Girasoles
121372246;La Cultura
42219131;Jr. Manuel Beingolea
75035119;Malvarosas
111892655;Kotosh
67802572;Henry Arrendondo
11979291;Aurelio Miro Quesada
39452653;Galdos
122215527;Tupac Amaru
111914685;Luis Pardo
111905859;Tahuantinsuyo
111889968;Pleyades
25138104;Santa Marina
120936083;Prolongacion Cayetano Heredia
47823329;Manco Segundo
111932835;Manco Segundo
111906281;Chacra Cerro
111929228;Los Pesqueros
111912422;LUIS PARDO
111925673;Florida
68200194;Las Crucinelas
67626155;Las Estrellas
118432765;21 de Junio
111903776;Colombia
189476831;Neutrón
111925911;Los Helechos
67698889;Las Acacias
111902947;De Tierra
72389948;8
33820689;Cumbe Mayo
111932399;Las Crucetas
111936267;Calle D
111947612;Perú
37615361;Emilio Velarde
111921099;Los Nardos
24315751;San Fernando
68200196;Las Grosellas
111949374;Las Malvinas
111946288;Electra
111950030;Los Gorriones
111895095;Meliton Carbajal
111939873;Calle 59
111965867;Los Proceres
119524886;Los Embajadores
111924819;Las Margaritas
127471438;Daniel Velez
111965815;Loreto
111938873;Casa Grande
111951155;Tacna
111910762;JOAQUIN TORRICO
111964728;Madre Selva
111883909;Acomayo
111916080;Antunez de Mayolo
111922057;San Martin de Porres
51188064;Los Nogales
111909936;La Fortaleza
111956844;16 de Diciembre
111923463;Alheli
111970628;DANIEL ALCIDES CARRION
111940961;Calle 13
111882823;Calle 65 A
122375936;Victor Zevallos
111893046;Monte Azul
68314478;Las Sensitivas
111890508;Prol. El Carmen
111944016;Las Flores
111947591;Nicolas de Pierola
118423747;28 de Julio
123996488;Las Moras
111950284;Vista Alegre
35600850;Calle 1
70809301;Cajahuaman
37019649;14 de Setiembre
124276306;Jucaranda
111930326;Pasaje 50
17503331;Jose Carlos Mariategui
24266596;Belén
111962813;Calle 38
39551448;San Juan de Miraflores
111924754;Tupac Amaru
111917608;Alipio Ponce
118430280;Las Peras
37434963;Magdalena
37762244;Calle 10B
108165123;Ayacucho
111961082;Los Ciclos
51770952;Rochdale
119442067;Los Abogados
111939186;Fertisa
111884307;Munaycenca
111883943;Armando Blondet
111907676;Carlos Mallet Vargas
39612591;Cumana
111903236;Francisco Machuca
111915702;Los Quipus
111962409;Las Galeras
129897449;Jr. Cangallo
111913892;Francia
111943323;Cuzco
173717010;Ca. Ganimedes
111799907;Calle H
143867354;RICARDO ELIAS APARICIO
89558405;Los Libertadores
111966132;Peruano Canadiense
111893048;Los Cocalenos
111959787;Pedro Paulet
123386031;Calle 3
114353053;San Pedro
111881784;Junin
111902408;Los Pensamientos
111799876;Jose de la Torre Ugarte
122236264;Paracas
116691732;San Pedro de Nolasco
111928206;Juan Guerra
24266688;Contralmirante Villar
68676010;Calle 7
68849278;Enrique Berghusen
111951400;Las Crucetas
24316072;Reducto
68189769;Av. Malecon Miguel Checa Eguiguren
111961391;Calle 72
111913082;Huancas
70656271;Los Pinos
123834278;Hector Garcia Ribeyro
111598309;Manuel Villaran
111898476;Lambayeque
37018313;Calle 3
111895274;Virgen de Fartima
68314477;Las Droseras
39551309;Ica
68527711;Las Limas
47731243;Manrique de Luna
111888537;Daniel Timoran
111918066;Calle 1
28815181;Avenida Mariano Cornejo
124148558;Avenida A
47731269;Luisa Dammert
77861354;Napo
122493941;Los Claveles
36777800;Los Claveles
67714593;Las Baldosas
111968334;Ramirez Carrasco
111926992;Los Incas
36980621;Rio Amazonas
111880630;Calle 62
116974678;Avenida El Sol
111880248;Ayacucho
111895821;Santigo Crespo
111883365;Los Eucaliptos
111931146;LAS PALMERAS
110061961;Las Palmeras
75036014;Jr. Cangallo
35601095;Saint Saenz
124345148;Avenida A
68212660;Las Ortigas
68186410;Contisuyo
35116501;Bateria Independencia
111927532;Polux
122494045;1 de Mayo
111942448;Maximiliano Carranza
70649210;Cl. Arco Iris
33783495;Av. Comandante Espinar
111970095;San Pedro
33233460;Marco Jara Scheone
39612380;Moche
111917932;CAMINO REAL
111890165;Machi Picchu
111920748;Universitaria
111894527;Esmeralda
111927112;Las Amapolas
111886227;Ayacucho
126734533;1ro de Mayo
111970891;Pasaje 11
139080044;Irigoyen
39552427;ModiGliani
24315868;Bartolome Trujillo
67693389;Los Huertos
232564980;Angamos Oeste
68336878;Milanos
111799864;Las Camelias
28185449;El Sol
111893959;Señor de los Milagros
24305329;Jr. Manco Segundo
111915425;Callao
111912365;Jerusalen
24267057;Las Moreras
111970218;TRUJILLO
116911802;6 de Agosto
75036021;Jr. Sotomayor
70823924;Los Enebros
121372314;Santun Mayo
111898993;Pedro Villalobos
111943354;La Concordia
111910558;Prol. Zarumilla
27925389;Av. Mora
111925152;Paracas
111898222;LE encantada
24266644;Angamos Oeste
143779062;Luis Pardo
49449964;Guardia Chalaca
71075952;Fernando Di Tola
70807357;Tomas Catari
153672632;200 millas
111928928;Las Palmeras
111946736;Las Begonias
111917219;Los Granados
68195865;Tiahuanaco
119757361;Final
111891979;Calle 55
27925450;Larco
111894583;Misti
149316094;Paseo del Bosque
111897260;Bahia de Salinas
68856677;Machu Picchu
33471420;Costanera
71208772;Jose Mendiburu y Bonet
118793922;Manuel Segura
163967522;Las Arenitas
111891561;Calle 9
111904502;Gamma
144343782;Tupac Amaru
111970541;Jose de San Martin
33238142;Minchan
71089931;Alameda Elvira Garcia Garcia
118408775;Anta
111899656;Republica de Alemania
127157837;San Daniel
111946544;Los Pinos
28185390;Alejandro Iglesias
24266605;Triana
111916215;Los Rosales
39441587;Ernesto DIez Canseco
111899303;Nardos
111907272;Huayna Capac
111886778;Fraternidad
91568641;Pasaje 1
37927208;La Calera de la Merced
201786015;Av. San Juan de Dios
49532769;Av. Oscar Raul Benavides
111909698;Santa Lucia
72729825;Quinta
53787291;Alfonso Ugarte
111949976;Los Tulipanes
111879893;Los Amautas
144179587;7 de Junio
24307225;Cahuide
70809306;Calle 31
127264354;Republica de Canada
70650384;Cl. Wiracocha
24306247;Calle 2
111902167;Los Rosales
33751929;Aljovin
153680523;1S - Panamericana Sur
118423749;23 de Diciembre
34188150;Manuel Villaran
111883574;GERANIOS
35581021;Calle 10
24307023;Octavio Bernal
111901343;Cueva
111898948;Las Violestas
70677435;Pariahuanca
118430292;Los Guayabos
111898204;El Colibri
111928313;Las Crucetas
111890282;Teniente General FAR Jorge Chamot
34112444;Calle 3
47519112;Calle Llosa
111925732;Copacabana
75037345;Jr. Hualgayoc
35920030;CARLOS MONGE MEDRANO
118276260;Collasuyo
111919191;César López Silva
35920809;Los Civiles
154972399;Herederos de la Paz
163726258;Calle 28
111925630;Avenida 1
111883742;Progreso
68170355;Chinchaysuyo
111895357;Jose Galvez
111920573;Bellavista
111922409;Luis Galvani
114423702;Los Silicios
28185191;Alfonso Ugarte
111914339;CALLE E-7
111936225;Daniel Urrea
117598271;Monserrate
49218825;San Martín
37434897;Calle B
143762705;RAMON VARGAS MACHUCA
35170429;Dalton
186954331;Rio Moche
111970634;Jose Olaya
143628723;ANTIGUA PANAMERICANA SUR
73952068;Triana
111910813;Las Casuarinas
111898299;Elias Aguirre
111929293;Nispero
33817352;Lizardo Montero
111955318;Los Nogales
111936945;General La Mar
111888057;Calle 43
49734725;Venezuela
77861302;Olmedo
46263902;Laurel
111916275;Calle 12
115678855;Los Keros
75226947;Jr. Inclan
119442086;Los Filosofos
124276191;Calle 40
118408753;Los Claveles
194875156;Lumbreras
111923262;5 Estrellas
111961276;Jose Olaya
47700360;Rodriguez
111911611;Los Claveles
111890175;Giacomo Leopardi
24307200;Avenida Cuba
89905872;Eolo
75036028;Jr. Coronel Zubiaga
173991879;1S - Via de Evitamiento
111919240;JOSE SANTOS CHOCANO
117755706;Calle 14
111909777;San Lorenzo
111800030;Las Americas
35601199;Toscani
89558411;Los Heroes
111957288;Acuario
111932792;Victor Marquez
68853908;Meliton Carbajal
47731199;Sor Edicia
111953783;Santa Beatriz
111965029;MICAELA BASTIDAS
111959088;Isolina Soto
111905904;Los Olivos
111963691;Los Basaltos
111944553;Los Claveles
68335700;Los Opalos
77526825;Huaraz
67654384;Av. Marco Polo
41732388;Virgen Dolorosa
39612597;Federico Noruega
70677436;Mallash
111905731;Los Pinos
111949472;Industrial
111883646;El Parque
111964183;Pedro Canga Rodriguez
111941377;Pablo Alas
124474458;Los Girasoles
111699435;J.Crespo y Castillo
70606852;Los Tulipanes
111930497;PASAJE 18
111943898;San Diego de A.
111821155;Portocarrero
115626784;Pasaje 11
111964414;Los Alamos
111920693;La Cascada
68554775;Rio Majes
111935886;Antonio Raimondi
70651614;Av. Trebol
111933172;Malecon Monte Bello
111891716;Juan Santos
111925876;Las Fucsias
111937054;Andres Avelino Caceres
118300502;Av. Huamachuco
122215612;Ancasch
194875158;Malvas
111944760;28 de Julio
111964109;27 de Mayo
111910841;Trujillo
111799800;Gregorio Paredes
129490531;República de Chile
111915791;Santa Isabel
111908682;Malecon Las Colinas
162932644;Pucara
111890172;Las Avellanas
111902791;Junin
111914098;Cesar Vallejo
111970226;Confraternidad
115224439;Los Arrayanes
124009450;Calle C
111934239;Nicolas Arriola
115715374;Tupac Amaru
111925930;La Floral
111909202;Maria Parado de Bellido
70606900;Los Gladiolos
111902895;Calle 43
111948331;Santa Rosa
111939155;Berlin
111964496;Mateo Pumacahua
75037980;Huascar
49737052;Paita
111879760;Los Nardos
115750556;Coracora
111946430;Bayobar
111944031;Teniente Cesar Rodriguez
111962666;Calle 2
39661680;Capitan Stiglish Alvarez
68170893;Luis Saenz
68170082;Antisuyo
111909671;JUAN CASTILLA
70187320;Huascar
134751550;Los Rosales
121372199;Calle 3
